VAR	ENSEMBL	NAME
UQCRFS1P1	ENSG00000226085	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 1
LINC00937	ENSG00000226091	long intergenic non-protein coding RNA 937
FTCDNL1	ENSG00000226124	formiminotransferase cyclodeaminase N-terminal like
BAIAP2-DT	ENSG00000226137	BAIAP2 divergent transcript
SGMS1-AS1	ENSG00000226200	SGMS1 antisense RNA 1
WASH8P	ENSG00000226210	WAS protein family homolog 8, pseudogene
GTF2H2B	ENSG00000226259	general transcription factor IIH subunit 2B (pseudogene)
PSPHP1	ENSG00000226278	phosphoserine phosphatase pseudogene 1
LINC01811	ENSG00000226320	long intergenic non-protein coding RNA 1811
NUP50-DT	ENSG00000226328	NUP50 divergent transcript
C12orf77	ENSG00000226397	chromosome 12 open reading frame 77
ANKRD18DP	ENSG00000226435	ankyrin repeat domain 18D, pseudogene
CYP2D8P	ENSG00000226450	ccytochrome P450 family 2 subfamily D member 8, pseudogene
LINC01108	ENSG00000226673	long intergenic non-protein coding RNA 1108
TEX41	ENSG00000226674	testis expressed 41
LENG8-AS1	ENSG00000226696	LENG8 antisense RNA 1
FAM66C	ENSG00000226711	family with sequence similarity 66 member C
HSBP1L1	ENSG00000226742	heat shock factor binding protein 1 like 1
CUTALP	ENSG00000226752	cutA divalent cation tolerance like, pseudogene
FAM30A	ENSG00000226777	family with sequence similarity 30 member A
LINC02611	ENSG00000226791	long intergenic non-protein coding RNA 2611
LCT-AS1	ENSG00000226806	LCT antisense RNA 1
LINC02785	ENSG00000226822	long intergenic non-protein coding RNA 2785
ATE1-AS1	ENSG00000226864	ATE1 antisense RNA 1
LTA	ENSG00000226979	lymphotoxin alpha
SLC8A1-AS1	ENSG00000227028	SLC8A1 antisense RNA 1
GTF2IP7	ENSG00000227038	general transcription factor IIi pseudogene 7
ITGB2-AS1	ENSG00000227039	ITGB2 antisense RNA 1
C14orf132	ENSG00000227051	chromosome 14 open reading frame 132
HORMAD2-AS1	ENSG00000227117	HORMAD2 and MTMR3 antisense RNA 1
LINC02672	ENSG00000227121	long intergenic non-protein coding RNA 2672
ZNF717	ENSG00000227124	zinc finger protein 717
CNN2P1	ENSG00000227201	calponin 2 pseudogene 1
KLLN	ENSG00000227268	killin, p53 regulated DNA replication inhibitor
HNRNPKP2	ENSG00000227347	heterogeneous nuclear ribonucleoprotein K pseudogene 2
TP73-AS1	ENSG00000227372	TP73 antisense RNA 1
LINC01806	ENSG00000227403	long intergenic non-protein coding RNA 1806
LTB	ENSG00000227507	lymphotoxin beta
LINC01483	ENSG00000227517	long intergenic non-protein coding RNA 1483
PKD1P2	ENSG00000227827	polycystin 1, transient receptor potential channel interacting pseudogene 2
DPY19L2P3	ENSG00000227855	DPY19L2 pseudogene 3
PSPC1P1	ENSG00000227879	paraspeckle component 1 pseudogene 1
RPL3P2	ENSG00000227939	ribosomal protein L3 pseudogene 2
THAP12P3	ENSG00000227972	THAP domain containing 12 pseudogene 3
LINC01515	ENSG00000228065	long intergenic non-protein coding RNA 1515
MELTF-AS1	ENSG00000228109	MELTF antisense RNA 1
TLE1P1	ENSG00000228158	TLE family member 1 pseudogene 1
GRASLND	ENSG00000228203	glycosaminoglycan regulatory associated long non-coding RNA
GAPDHP1	ENSG00000228232	glyceraldehyde-3-phosphate dehydrogenase pseudogene 1
COL6A4P2	ENSG00000228252	collagen type VI alpha 4 pseudogene 2
PCAT6	ENSG00000228288	prostate cancer associated transcript 6
CYP4F29P	ENSG00000228314	cytochrome P450 family 4 subfamily F member 29, pseudogene
MYADM-AS1	ENSG00000228323	MYADM antisense RNA 1
LINC01013	ENSG00000228495	long intergenic non-protein coding RNA 1013
FNDC10	ENSG00000228594	fibronectin type III domain containing 10
ZNF883	ENSG00000228623	zinc finger protein 883
SNHG26	ENSG00000228649	small nucleolar RNA host gene 26
ARL17B	ENSG00000228696	ADP ribosylation factor like GTPase 17B
LINC02575	ENSG00000228709	long intergenic non-protein coding RNA 2575
WEE2-AS1	ENSG00000228775	WEE2 antisense RNA 1
LINC00954	ENSG00000228784	long intergenic non-protein coding RNA 954
HCG22	ENSG00000228789	HLA complex group 22
LINC01128	ENSG00000228794	long intergenic non-protein coding RNA 1128
SEPTIN7-DT	ENSG00000228878	SEPTIN7 divergent transcript
RASA4CP	ENSG00000228903	RAS p21 protein activator 4C, pseudogene
SATB1-AS1	ENSG00000228956	SATB1 antisense RNA 1
ZFAND2A-DT	ENSG00000229043	ZFAND2A divergent transcript
HECW2-AS1	ENSG00000229056	HECW2 antisense RNA 1
BTBD6P1	ENSG00000229106	BTB domain containing 6 pseudogene 1
EIF4A1P10	ENSG00000229132	eukaryotic translation initiation factor 4A1 pseudogene 10
CCDC26	ENSG00000229140	CCDC26 long non-coding RNA
SNHG31	ENSG00000229267	small nucleolar RNA host gene 31
DPY19L1P1	ENSG00000229358	DPY19L1 pseudogene 1
HLA-DRB6	ENSG00000229391	major histocompatibility complex, class II, DR beta 6 (pseudogene)
PATL2	ENSG00000229474	PAT1 homolog 2
LINC02766	ENSG00000229484	long intergenic non-protein coding RNA 2766
ACVR2B-AS1	ENSG00000229589	ACVR2B antisense RNA 1
MBNL1-AS1	ENSG00000229619	MBNL1 antisense RNA 1
LINC02526	ENSG00000229654	long intergenic non-protein coding RNA 2526
LINC01150	ENSG00000229671	long intergenic non-protein coding RNA 1150
ZNF492	ENSG00000229676	zinc finger protein 492
EEF1DP3	ENSG00000229715	eukaryotic translation elongation factor 1 delta pseudogene 3
ZNF688	ENSG00000229809	zinc finger protein 688
KIF25-AS1	ENSG00000229921	KIF25 antisense RNA 1
YWHAZP3	ENSG00000229932	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 3
TFAP2A-AS1	ENSG00000229950	TFAP2A antisense RNA 1
ZRANB2-AS2	ENSG00000229956	ZRANB2 antisense RNA 2 (head to head)
TMEM254-AS1	ENSG00000230091	TMEM254 antisense RNA 1
LINC02641	ENSG00000230131	long intergenic non-protein coding RNA 2641
LINC02812	ENSG00000230138	long intergenic non-protein coding RNA 2812
XXYLT1-AS2	ENSG00000230266	XXYLT1 antisense RNA 2
HERC2P4	ENSG00000230267	hect domain and RLD 2 pseudogene 4
LINC01747	ENSG00000230400	long intergenic non-protein coding RNA 1747
LINC01786	ENSG00000230415	long intergenic non-protein coding RNA 1786
SERPINB9P1	ENSG00000230438	serpin family B member 9 pseudogene 1
LINC02580	ENSG00000230587	long intergenic non-protein coding RNA 2580
HLA-K	ENSG00000230795	major histocompatibility complex, class I, K (pseudogene)
OCLNP1	ENSG00000230847	OCLN pseudogene 1
LINC01507	ENSG00000230945	long intergenic non-protein coding RNA 1507
CDC20P1	ENSG00000231007	cell division cycle 20 pseudogene 1
LINC02655	ENSG00000231082	long intergenic non-protein coding RNA 2655
LNCAROD	ENSG00000231131	lncRNA activating regulator of DKK1
HAR1B	ENSG00000231133	highly accelerated region 1B
KLF3-AS1	ENSG00000231160	KLF3 antisense RNA 1
ZNF826P	ENSG00000231205	zinc finger protein 826, pseudogene
TRERNA1	ENSG00000231265	translation regulatory long non-coding RNA 1
IGKV1OR2-108	ENSG00000231292	immunoglobulin kappa variable 1/OR2-108 (non-functional)
MAP4K3-DT	ENSG00000231312	MAP4K3 divergent transcript
HLA-DPA1	ENSG00000231389	major histocompatibility complex, class II, DP alpha 1
LINC00689	ENSG00000231419	long intergenic non-protein coding RNA 689
WASIR2	ENSG00000231439	WASH and IL9R antisense RNA 2
IGHV4-31	ENSG00000231475	immunoglobulin heavy variable 4-31
RPL21P35	ENSG00000231494	ribosomal protein L21 pseudogene 35
DIRC3	ENSG00000231672	disrupted in renal carcinoma 3
LINC02723	ENSG00000231680	long intergenic non-protein coding RNA 2723
LINC00899	ENSG00000231711	long intergenic non-protein coding RNA 899
TMEM44-AS1	ENSG00000231770	TMEM44 antisense RNA 1
DOC2GP	ENSG00000231793	double C2 domain gamma, pseudogene
LINC01819	ENSG00000231826	long intergenic non-protein coding RNA 1819
DARS-AS1	ENSG00000231890	DARS antisense RNA 1
ANXA2P2	ENSG00000231991	annexin A2 pseudogene 2
LRRC8C-DT	ENSG00000231999	LRRC8C divergent transcript
DNMT3L-AS1	ENSG00000232010	DNMT3L antisense RNA 1
LEF1-AS1	ENSG00000232021	LEF1 antisense RNA 1
FAAHP1	ENSG00000232022	fatty acid amide hydrolase pseudogene 1
ZBED9	ENSG00000232040	zinc finger BED-type containing 9
RAP2C-AS1	ENSG00000232160	RAP2C antisense RNA 1
IGHV3-43	ENSG00000232216	immunoglobulin heavy variable 3-43
ST3GAL5-AS1	ENSG00000232504	ST3GAL5 antisense RNA 1 (head to head)
CSPG4BP	ENSG00000232517	chondroitin sulfate proteoglycan family member 4B, pseudogene
LINC02802	ENSG00000232527	long intergenic non-protein coding RNA 2802
LINC02642	ENSG00000232591	long intergenic non-protein coding RNA 2642
HLA-DQB2	ENSG00000232629	major histocompatibility complex, class II, DQ beta 2
GOLGA8N	ENSG00000232653	golgin A8 family member N
ITGA6-AS1	ENSG00000232788	ITGA6 antisense RNA 1
RPS2P32	ENSG00000232818	ribosomal protein S2 pseudogene 32
LYRM9	ENSG00000232859	LYR motif containing 9
TRBV29-1	ENSG00000232869	T cell receptor beta variable 29-1
DLGAP4-AS1	ENSG00000232907	DLGAP4 antisense RNA 1
HCG25	ENSG00000232940	HLA complex group 25
LINC00327	ENSG00000232977	long intergenic non-protein coding RNA 327
MIR3936HG	ENSG00000233006	MIR3936 host gene
PTPRN2-AS1	ENSG00000233038	PTPRN2 antisense RNA 1
LINC01762	ENSG00000233154	long intergenic non-protein coding RNA 1762
LINC00642	ENSG00000233208	long intergenic non-protein coding RNA 642
LINC02573	ENSG00000233236	long intergenic non-protein coding RNA 2573
LINC00472	ENSG00000233237	long intergenic non-protein coding RNA 472
FAM238A	ENSG00000233261	family with sequence similarity 238 member A
TMEM18-DT	ENSG00000233296	TMEM18 divergent transcript
RASA4DP	ENSG00000233297	RAS p21 protein activator 4CD, pseudogene
PFN1P1	ENSG00000233328	profilin 1 pseudogene 1
GTF2IP4	ENSG00000233369	general transcription factor IIi pseudogene 4
UICLM	ENSG00000233392	up-regulated in colorectal cancer liver metastasis
LINC01719	ENSG00000233396	long intergenic non-protein coding RNA 1719
LINC01222	ENSG00000233410	long intergenic non-protein coding RNA 1222
EIF3FP3	ENSG00000233426	eukaryotic translation initiation factor 3 subunit F pseudogene 3
HOTAIRM1	ENSG00000233429	HOXA transcript antisense RNA, myeloid-specific 1
TMEM238	ENSG00000233493	transmembrane protein 238
GAS6-AS1	ENSG00000233695	GAS6 antisense RNA 1
LINC01122	ENSG00000233723	long intergenic non-protein coding RNA 1122
LINC01237	ENSG00000233806	long intergenic non-protein coding RNA 1237
KCNQ5-IT1	ENSG00000233844	KCNQ5 intronic transcript 1
LINC01694	ENSG00000233922	long intergenic non-protein coding RNA 1694
LINC01781	ENSG00000234184	long intergenic non-protein coding RNA 1781
LIX1L-AS1	ENSG00000234222	LIX1L antisense RNA 1
LINC01250	ENSG00000234423	long intergenic non-protein coding RNA 1250
FAM239A	ENSG00000234449	family with sequence similarity 239 member A
PINLYP	ENSG00000234465	phospholipase A2 inhibitor and LY6/PLAUR domain containing
PTGES3P1	ENSG00000234518	prostaglandin E synthase 3 pseudogene 1
LINC01800	ENSG00000234572	long intergenic non-protein coding RNA 1800
LINC01934	ENSG00000234663	long intergenic non-protein coding RNA 1934
NPIPB2	ENSG00000234719	nuclear pore complex interacting protein family member B2
WASH4P	ENSG00000234769	WASP family homolog 4, pseudogene
TPT1P9	ENSG00000234782	tumor protein, translationally-controlled 1 pseudogene 9
LINC00163	ENSG00000234880	long intergenic non-protein coding RNA 163
MIR155HG	ENSG00000234883	MIR155 host gene
C19orf81	ENSG00000235034	chromosome 19 open reading frame 81
C12orf75	ENSG00000235162	chromosome 12 open reading frame 75
ITGA9-AS1	ENSG00000235257	ITGA9 antisense RNA 1
FAUP1	ENSG00000235297	FAU pseudogene 1
SPAAR	ENSG00000235387	small regulatory polypeptide of amino acid response
LINC01221	ENSG00000235492	long intergenic non-protein coding RNA 1221
CNN3-DT	ENSG00000235501	CNN3 divergent transcript
CASP4LP	ENSG00000235505	caspase 4 like, pseudogene
L3MBTL2-AS1	ENSG00000235513	L3MBTL2 antisense RNA 1
AGAP1-IT1	ENSG00000235529	AGAP1 intronic transcript 1
LINC01871	ENSG00000235576	long intergenic non-protein coding RNA 1871
GAPDHP65	ENSG00000235587	glyceraldehyde 3 phosphate dehydrogenase pseudogene 65
LINC00494	ENSG00000235621	long intergenic non-protein coding RNA 494
SNTG2-AS1	ENSG00000235688	SNTG2 antisense RNA 1
DICER1-AS1	ENSG00000235706	DICER1 antisense RNA 1
LINC02569	ENSG00000235781	long intergenic non-protein coding RNA 2569
OLMALINC	ENSG00000235823	oligodendrocyte maturation-associated long intergenic non-coding RNA
BHLHE40-AS1	ENSG00000235831	BHLHE40 antisense RNA 1
B3GALT4	ENSG00000235863	beta-1,3-galactosyltransferase 4
GSN-AS1	ENSG00000235865	GSN antisense RNA 1
TSPEAR-AS1	ENSG00000235890	TSPEAR antisense RNA 1
ZNF815P	ENSG00000235944	zinc finger protein 815, pseudogene
TTC28-AS1	ENSG00000235954	TTC28 antisense RNA 1
MORC2-AS1	ENSG00000235989	MORC2 antisense RNA 1
LINC01814	ENSG00000236008	long intergenic non-protein coding RNA 1814
LINC02889	ENSG00000236039	long intergenic non-protein coding RNA 2889
LINC01376	ENSG00000236204	long intergenic non-protein coding RNA 1376
DDX11L2	ENSG00000236397	DEAD/H-box helicase 11 like 2 (pseudogene)
VLDLR-AS1	ENSG00000236404	VLDLR antisense RNA 1
LINC01134	ENSG00000236423	long intergenic non-protein coding RNA 1134
ZNF853	ENSG00000236609	zinc finger protein 853
MAP3K2-DT	ENSG00000236682	MAP3K2 divergent transcript
MKLN1-AS	ENSG00000236753	MKLN1 antisense RNA
CBR3-AS1	ENSG00000236830	CBR3 antisense RNA 1
BAALC-AS2	ENSG00000236939	BAALC antisense RNA 2
HNRNPA1P70	ENSG00000236946	heterogeneous nuclear ribonucleoprotein A1 pseudogene 70
ZNRF2P1	ENSG00000237004	zinc and ring finger 2 pseudogene 1
ZEB1-AS1	ENSG00000237036	ZEB1 antisense RNA 1
IGHJ3P	ENSG00000237111	immunoglobulin heavy joining 3P (pseudogene)
PRKAR1B-AS1	ENSG00000237181	PRKAR1B antisense RNA 1
BMS1P10	ENSG00000237238	BMS1 pseudogene 10
LINC00987	ENSG00000237248	long intergenic non-protein coding RNA 987
TUSC8	ENSG00000237361	tumor suppressor candidate 8
HLA-DPA3	ENSG00000237398	major histocompatibility complex, class II, DP alpha 3 (pseudogene)
NRXN2-AS1	ENSG00000237410	NRXN2 antisense RNA 1
CECR7	ENSG00000237438	cat eye syndrome chromosome region, candidate 7
WAKMAR2	ENSG00000237499	wound and keratinocyte migration associated lncRNA 2
SHISA9	ENSG00000237515	shisa family member 9
HLA-DQA2	ENSG00000237541	major histocompatibility complex, class II, DQ alpha 2
HMGB3P12	ENSG00000237603	high mobility group box 3 pseudogene 12
IRGM	ENSG00000237693	immunity related GTPase M
TRBV3-1	ENSG00000237702	T cell receptor beta variable 3-1
CT75	ENSG00000237732	cancer/testis associated transcript 75
CDK6-AS1	ENSG00000237819	CDK6 antisense RNA 1
PHKA2-AS1	ENSG00000237836	PHKA2 antisense RNA 1
FAM21FP	ENSG00000237840	family with sequence similarity 21 member F, pseudogene
LINC00674	ENSG00000237854	long intergenic non-protein coding RNA 674
NALT1	ENSG00000237886	NOTCH1 associated lncRNA in T cell acute lymphoblastic leukemia 1
NFIA-AS2	ENSG00000237928	NFIA antisense RNA 2
PRKCQ-AS1	ENSG00000237943	PRKCQ antisense RNA 1
LINC00649	ENSG00000237945	long intergenic non-protein coding RNA 649
PSME2P1	ENSG00000238000	proteasome activator subunit 2 pseudogene 1
ZEB2-AS1	ENSG00000238057	ZEB2 antisense RNA 1
LRRC37A2	ENSG00000238083	leucine rich repeat containing 37 member A2
GOLGA2P5	ENSG00000238105	GOLGA2 pseudogene 5
LINC01410	ENSG00000238113	long intergenic non-protein coding RNA 1410
LINC00426	ENSG00000238121	long intergenic non-protein coding RNA 426
LINC02863	ENSG00000238160	long intergenic non-protein coding RNA 2863
MKRN4P	ENSG00000238222	makorin ring finger protein 4, pseudogene
SNORD125	ENSG00000239127	small nucleolar RNA, C/D box 125
NCK1-DT	ENSG00000239213	NCK1 divergent transcript
TXNDC5	ENSG00000239264	thioredoxin domain containing 5
CASTOR1	ENSG00000239282	cytosolic arginine sensor for mTORC1 subunit 1
CYP4F62P	ENSG00000239402	cytochrome P450 family 4 subfamily F member 62, pseudogene
SETP11	ENSG00000239570	SET pseudogene 11
TFAP2E-AS1	ENSG00000239636	TFAP2E antisense RNA 1
TNFSF12	ENSG00000239697	TNF superfamily member 12
CEACAMP3	ENSG00000239736	CEA cell adhesion molecule pseudogene 3
RPS4XP22	ENSG00000239830	ribosomal protein S4X pseudogene 22
C1orf226	ENSG00000239887	chromosome 1 open reading frame 226
LILRA4	ENSG00000239961	leukocyte immunoglobulin like receptor A4
LILRA2	ENSG00000239998	leukocyte immunoglobulin like receptor A2
AMY2B	ENSG00000240038	amylase alpha 2B
IGHJ4	ENSG00000240041	immunoglobulin heavy joining 4
PCDHGC3	ENSG00000240184	protocadherin gamma subfamily C, 3
SMKR1	ENSG00000240204	small lysine rich protein 1
ZNF542P	ENSG00000240225	zinc finger protein 542, pseudogene
TCAM1P	ENSG00000240280	testicular cell adhesion molecule 1, pseudogene
PPIL3	ENSG00000240344	peptidylprolyl isomerase like 3
RPL13P5	ENSG00000240370	ribosomal protein L13 pseudogene 5
KIR3DL2	ENSG00000240403	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2
LRRFIP1P1	ENSG00000240429	LRR binding FLII interacting protein 1 pseudogene 1
CDKN2B-AS1	ENSG00000240498	CDKN2B antisense RNA 1
TNFRSF13B	ENSG00000240505	TNF receptor superfamily member 13B
PCDHGC5	ENSG00000240764	protocadherin gamma subfamily C, 5
ARHGEF25	ENSG00000240771	Rho guanine nucleotide exchange factor 25
LINC00886	ENSG00000240875	long intergenic non-protein coding RNA 886
NSUN6	ENSG00000241058	NOP2/Sun RNA methyltransferase 6
RPL5P1	ENSG00000241061	ribosomal protein L5 pseudogene 1
HLA-DOB	ENSG00000241106	major histocompatibility complex, class II, DO beta
LINC00877	ENSG00000241163	long intergenic non-protein coding RNA 877
LINC02614	ENSG00000241288	long intergenic non-protein coding RNA 2614
PTPRG-AS1	ENSG00000241472	PTPRG antisense RNA 1
ARPC1A	ENSG00000241685	actin related protein 2/3 complex subunit 1A
VWFP1	ENSG00000241717	von Willebrand factor pseudogene 1
LINC00893	ENSG00000241769	long intergenic non-protein coding RNA 893
PLEKHO2	ENSG00000241839	pleckstrin homology domain containing O2
C8orf58	ENSG00000241852	chromosome 8 open reading frame 58
PWP2	ENSG00000241945	PWP2 small subunit processome component
MTFP1	ENSG00000242114	mitochondrial fission process 1
ARFGAP3	ENSG00000242247	ADP ribosylation factor GTPase activating protein 3
LINC00996	ENSG00000242258	long intergenic non-protein coding RNA 996
C22orf39	ENSG00000242259	chromosome 22 open reading frame 39
PEG10	ENSG00000242265	paternally expressed 10
INHCAP	ENSG00000242337	inhibitor of carbonic anhydrase pseudogene
PCDHGC4	ENSG00000242419	protocadherin gamma subfamily C, 4
IGHJ5	ENSG00000242472	immunoglobulin heavy joining 5
ARPIN	ENSG00000242498	actin related protein 2/3 complex inhibitor
LINC00960	ENSG00000242516	long intergenic non-protein coding RNA 960
HLA-DMB	ENSG00000242574	major histocompatibility complex, class II, DM beta
PDE6B-AS1	ENSG00000242686	PDE6B antisense RNA 1
RTL5	ENSG00000242732	retrotransposon Gag like 5
ZNF702P	ENSG00000242779	zinc finger protein 702, pseudogene
IGHJ3	ENSG00000242887	immunoglobulin heavy joining 3
EIF4EBP3	ENSG00000243056	eukaryotic translation initiation factor 4E binding protein 3
LINC00870	ENSG00000243083	long intergenic non-protein coding RNA 870
MICAL3	ENSG00000243156	microtubule associated monooxygenase, calponin and LIM domain containing 3
IGKV2-30	ENSG00000243238	immunoglobulin kappa variable 2-30
STON1	ENSG00000243244	stonin 1
PTPRVP	ENSG00000243323	protein tyrosine phosphatase receptor type V, pseudogene
KCTD7	ENSG00000243335	potassium channel tetramerization domain containing 7
RPL23AP49	ENSG00000243422	ribosomal protein L23a pseudogene 49
C4orf48	ENSG00000243449	chromosome 4 open reading frame 48
