VAR	ENSEMBL	NAME
MVB12B	ENSG00000196814	multivesicular body subunit 12B
ZFP28	ENSG00000196867	ZFP28 zinc finger protein
SCN8A	ENSG00000196876	sodium voltage-gated channel alpha subunit 8
ARHGEF12	ENSG00000196914	Rho guanine nucleotide exchange factor 12
HCAR1	ENSG00000196917	hydroxycarboxylic acid receptor 1
PDLIM7	ENSG00000196923	PDZ and LIM domain 7
FLNA	ENSG00000196924	filamin A
FAM3C	ENSG00000196937	FAM3 metabolism regulating signaling molecule C
SCOC-AS1	ENSG00000196951	SCOC antisense RNA 1
CASP4	ENSG00000196954	caspase 4
ANXA4	ENSG00000196975	annexin A4
ZNF470	ENSG00000197016	zinc finger protein 470
ZSCAN25	ENSG00000197037	zinc finger and SCAN domain containing 25
ANXA6	ENSG00000197043	annexin A6
SIGLEC15	ENSG00000197046	sialic acid binding Ig like lectin 15
KIAA1671	ENSG00000197077	KIAA1671
IGF2R	ENSG00000197081	insulin like growth factor 2 receptor
PGAP1	ENSG00000197121	post-GPI attachment to proteins inositol deacylase 1
SRC	ENSG00000197122	SRC proto-oncogene, non-receptor tyrosine kinase
ZNF682	ENSG00000197124	zinc finger protein 682
ZNF257	ENSG00000197134	zinc finger protein 257
LRRC8B	ENSG00000197147	leucine rich repeat containing 8 VRAC subunit B
NEK5	ENSG00000197168	NIMA related kinase 5
PIWIL2	ENSG00000197181	piwi like RNA-mediated gene silencing 2
MIRLET7BHG	ENSG00000197182	MIRLET7B host gene
NOL4L	ENSG00000197183	nucleolar protein 4 like
TPSB2	ENSG00000197253	tryptase beta 2
KANK2	ENSG00000197256	KN motif and ankyrin repeat domains 2
HMGA2-AS1	ENSG00000197301	HMGA2 antisense RNA 1
UAP1L1	ENSG00000197355	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
ADARB1	ENSG00000197381	adenosine deaminase RNA specific B1
DCHS2	ENSG00000197410	dachsous cadherin-related 2
IPP	ENSG00000197429	intracisternal A particle-promoted polypeptide
MAP3K5	ENSG00000197442	mitogen-activated protein kinase kinase kinase 5
GSTK1	ENSG00000197448	glutathione S-transferase kappa 1
HNRNPAB	ENSG00000197451	heterogeneous nuclear ribonucleoprotein A/B
STMN3	ENSG00000197457	stathmin 3
PDGFA	ENSG00000197461	platelet derived growth factor subunit A
ZNF695	ENSG00000197472	zinc finger protein 695
PCDHB11	ENSG00000197479	protocadherin beta 11
SIPA1L1	ENSG00000197555	signal induced proliferation associated 1 like 1
HOXA4	ENSG00000197576	homeobox A4
ZNF841	ENSG00000197608	zinc finger protein 841
CDC42SE1	ENSG00000197622	CDC42 small effector 1
MPEG1	ENSG00000197629	macrophage expressed 1
DNAH10	ENSG00000197653	dynein axonemal heavy chain 10
NMB	ENSG00000197696	neuromedin B
KLHL14	ENSG00000197705	kelch like family member 14
FAM114A1	ENSG00000197712	family with sequence similarity 114 member A1
PSAP	ENSG00000197746	prosaposin
S100A10	ENSG00000197747	S100 calcium binding protein A10
TXNRD3	ENSG00000197763	thioredoxin reductase 3
KLHDC1	ENSG00000197776	kelch domain containing 1
OCLN	ENSG00000197822	occludin
INKA2	ENSG00000197852	inka box actin regulator 2
ADAMTSL2	ENSG00000197859	ADAMTS like 2
MYO1C	ENSG00000197879	myosin IC
ZNF677	ENSG00000197928	zinc finger protein 677
ZNF311	ENSG00000197935	zinc finger protein 311
FCHSD1	ENSG00000197948	FCH and double SH3 domains 1
DNM3	ENSG00000197959	dynamin 3
MPZL1	ENSG00000197965	myelin protein zero like 1
MBP	ENSG00000197971	myelin basic protein
ELOVL2	ENSG00000197977	ELOVL fatty acid elongase 2
DLGAP2	ENSG00000198010	DLG associated protein 2
ZNF667	ENSG00000198046	zinc finger protein 667
SIRPA	ENSG00000198053	signal regulatory protein alpha
GRK6	ENSG00000198055	G protein-coupled receptor kinase 6
SULT1C4	ENSG00000198075	sulfotransferase family 1C member 4
NUP62CL	ENSG00000198088	nucleoporin 62 C-terminal like
TOR4A	ENSG00000198113	torsin family 4 member A
MB	ENSG00000198125	myoglobin
ZNF876P	ENSG00000198155	zinc finger protein 876, pseudogene
DDRGK1	ENSG00000198171	DDRGK domain containing 1
TFDP1	ENSG00000198176	transcription factor Dp-1
ZNF334	ENSG00000198185	zinc finger protein 334
RPS6KL1	ENSG00000198208	ribosomal protein S6 kinase like 1
CSF2RA	ENSG00000198223	colony stimulating factor 2 receptor subunit alpha
TMEM116	ENSG00000198270	transmembrane protein 116
CARD11	ENSG00000198286	caspase recruitment domain family member 11
PHETA1	ENSG00000198324	PH domain containing endocytic trafficking adaptor 1
ASPH	ENSG00000198363	aspartate beta-hydroxylase
SPRED2	ENSG00000198369	sprouty related EVH1 domain containing 2
WWP2	ENSG00000198373	WW domain containing E3 ubiquitin protein ligase 2
GFPT1	ENSG00000198380	glutamine--fructose-6-phosphate transaminase 1
NTRK1	ENSG00000198400	neurotrophic receptor tyrosine kinase 1
MT1F	ENSG00000198417	metallothionein 1F
ZNF568	ENSG00000198453	zinc finger protein 568
HLA-DRB5	ENSG00000198502	major histocompatibility complex, class II, DR beta 5
ATL1	ENSG00000198513	atlastin GTPase 1
ARMH1	ENSG00000198520	armadillo like helical domain containing 1
NUDT16	ENSG00000198585	nudix hydrolase 16
MMP17	ENSG00000198598	matrix metallopeptidase 17
BAZ1A	ENSG00000198604	bromodomain adjacent to zinc finger domain 1A
CCDC69	ENSG00000198624	coiled-coil domain containing 69
KLHL9	ENSG00000198642	kelch like family member 9
STK39	ENSG00000198648	serine/threonine kinase 39
CALM1	ENSG00000198668	calmodulin 1
TUSC1	ENSG00000198680	tumor suppressor candidate 1
SLC9A6	ENSG00000198689	solute carrier family 9 member A6
ABCA4	ENSG00000198691	ATP binding cassette subfamily A member 4
GLMP	ENSG00000198715	glycosylated lysosomal membrane protein
DLL1	ENSG00000198719	delta like canonical Notch ligand 1
UNC13B	ENSG00000198722	unc-13 homolog B
CTR9	ENSG00000198730	CTR9 homolog, Paf1/RNA polymerase II complex component
ZNF652	ENSG00000198740	zinc finger protein 652
COLGALT2	ENSG00000198756	collagen beta(1-O)galactosyltransferase 2
FAM169A	ENSG00000198780	family with sequence similarity 169 member A
SCAMP5	ENSG00000198794	secretory carrier membrane protein 5
ZNF521	ENSG00000198795	zinc finger protein 521
ZNF358	ENSG00000198816	zinc finger protein 358
SFT2D1	ENSG00000198818	SFT2 domain containing 1
INPP5F	ENSG00000198825	inositol polyphosphate-5-phosphatase F
UBE2J1	ENSG00000198833	ubiquitin conjugating enzyme E2 J1
GJC2	ENSG00000198835	gap junction protein gamma 2
TOX	ENSG00000198846	thymocyte selection associated high mobility group box
RUSC2	ENSG00000198853	RUN and SH3 domain containing 2
FICD	ENSG00000198855	FIC domain protein adenylyltransferase
CCDC152	ENSG00000198865	coiled-coil domain containing 152
GRK5	ENSG00000198873	G protein-coupled receptor kinase 5
TYW1	ENSG00000198874	tRNA-yW synthesizing protein 1 homolog
SFMBT2	ENSG00000198879	Scm like with four mbt domains 2
PRC1	ENSG00000198901	protein regulator of cytokinesis 1
MAP3K3	ENSG00000198909	mitogen-activated protein kinase kinase kinase 3
POU3F3	ENSG00000198914	POU class 3 homeobox 3
RASGEF1A	ENSG00000198915	RasGEF domain family member 1A
NOS1AP	ENSG00000198929	nitric oxide synthase 1 adaptor protein
GPRASP1	ENSG00000198932	G protein-coupled receptor associated sorting protein 1
TBKBP1	ENSG00000198933	TBK1 binding protein 1
MAGEE1	ENSG00000198934	MAGE family member E1
L3MBTL3	ENSG00000198945	L3MBTL histone methyl-lysine binding protein 3
DMD	ENSG00000198947	dystrophin
RORB	ENSG00000198963	RAR related orphan receptor B
EFCAB2	ENSG00000203666	EF-hand calcium binding domain 2
CAPN8	ENSG00000203697	calpain 8
CR1	ENSG00000203710	complement C3b/C4b receptor 1 (Knops blood group)
DDO	ENSG00000203797	D-aspartate oxidase
CCDC162P	ENSG00000203799	coiled-coil domain containing 162, pseudogene
RTL8A	ENSG00000203950	retrotransposon Gag like 8A
LCN8	ENSG00000204001	lipocalin 8
LINC00963	ENSG00000204054	long intergenic non-protein coding RNA 963
FOXO6	ENSG00000204060	forkhead box O6
CHIC1	ENSG00000204116	cysteine rich hydrophobic domain 1
NHSL2	ENSG00000204131	NHS like 2
ASAH2B	ENSG00000204147	N-acylsphingosine amidohydrolase 2B
TMEM273	ENSG00000204161	transmembrane protein 273
BMPR2	ENSG00000204217	bone morphogenetic protein receptor type 2
TCEA3	ENSG00000204219	transcription elongation factor A3
HSD17B8	ENSG00000204228	hydroxysteroid 17-beta dehydrogenase 8
HLA-DOA	ENSG00000204252	major histocompatibility complex, class II, DO alpha
HLA-DMA	ENSG00000204257	major histocompatibility complex, class II, DM alpha
COL5A2	ENSG00000204262	collagen type V alpha 2 chain
HLA-DRA	ENSG00000204287	major histocompatibility complex, class II, DR alpha
NOTCH4	ENSG00000204301	notch receptor 4
FKBPL	ENSG00000204315	FKBP prolyl isomerase like
HSPA1A	ENSG00000204389	heat shock protein family A (Hsp70) member 1A
VWA7	ENSG00000204396	von Willebrand factor A domain containing 7
GPANK1	ENSG00000204438	G-patch domain and ankyrin repeats 1
LST1	ENSG00000204482	leukocyte specific transcript 1
MICB	ENSG00000204516	MHC class I polypeptide-related sequence B
MICA	ENSG00000204520	MHC class I polypeptide-related sequence A
DDR1	ENSG00000204580	discoidin domain receptor tyrosine kinase 1
HLA-J	ENSG00000204622	major histocompatibility complex, class I, J (pseudogene)
DISP3	ENSG00000204624	dispatched RND transporter family member 3
HLA-G	ENSG00000204632	major histocompatibility complex, class I, G
HLA-F	ENSG00000204642	major histocompatibility complex, class I, F
ZFP57	ENSG00000204644	ZFP57 zinc finger protein
FAM153CP	ENSG00000204677	family with sequence similarity 153 member C, pseudogene
ZNF204P	ENSG00000204789	zinc finger protein 204, pseudogene
SMPD5	ENSG00000204791	sphingomyelin phosphodiesterase 5 (pseudogene)
TCTN1	ENSG00000204852	tectonic family member 1
ATP6V0E2-AS1	ENSG00000204934	ATP6V0E2 antisense RNA 1
ZNF783	ENSG00000204946	zinc finger family member 783
PCDHGA1	ENSG00000204956	protocadherin gamma subfamily A, 1
ARHGEF34P	ENSG00000204959	Rho guanine nucleotide exchange factor 34, pseudogene
PRSS1	ENSG00000204983	serine protease 1
SYCE1L	ENSG00000205078	synaptonemal complex central element protein 1 like
TMEM231	ENSG00000205084	transmembrane protein 231
LINC00654	ENSG00000205181	long intergenic non-protein coding RNA 654
SCGB2B2	ENSG00000205209	secretoglobin family 2B member 2
LGR4	ENSG00000205213	leucine rich repeat containing G protein-coupled receptor 4
PDE7A	ENSG00000205268	phosphodiesterase 7A
SNX2	ENSG00000205302	sorting nexin 2
NT5M	ENSG00000205309	5',3'-nucleotidase, mitochondrial
ADGRG1	ENSG00000205336	adhesion G protein-coupled receptor G1
IPO7	ENSG00000205339	importin 7
CNEP1R1	ENSG00000205423	CTD nuclear envelope phosphatase 1 regulatory subunit 1
TP53TG3D	ENSG00000205456	TP53 target 3D
ATP6AP1L	ENSG00000205464	ATPase H+ transporting accessory protein 1 like
NAP1L4	ENSG00000205531	nucleosome assembly protein 1 like 4
SMN2	ENSG00000205571	survival of motor neuron 2, centromeric
MUC19	ENSG00000205592	mucin 19, oligomeric
DENND6B	ENSG00000205593	DENN domain containing 6B
LINC01597	ENSG00000205611	long intergenic non-protein coding RNA 1597
FAM239B	ENSG00000205663	family with sequence similarity 239 member B
DPF3	ENSG00000205683	double PHD fingers 3
ADARB2-AS1	ENSG00000205696	ADARB2 antisense RNA 1
ITSN1	ENSG00000205726	intersectin 1
ITPRIPL2	ENSG00000205730	ITPRIP like 2
CRLF2	ENSG00000205755	cytokine receptor like factor 2
RP9P	ENSG00000205763	RP9 pseudogene
ARRDC5	ENSG00000205784	arrestin domain containing 5
LINC00487	ENSG00000205837	long intergenic non-protein coding RNA 487
NYNRIN	ENSG00000205978	NYN domain and retroviral integrase containing
ZDHHC11B	ENSG00000206077	zinc finger DHHC-type containing 11B
EGFEM1P	ENSG00000206120	EGF like and EMI domain containing 1, pseudogene
GOLGA8O	ENSG00000206127	golgin A8 family member O
HERC2P9	ENSG00000206149	hect domain and RLD 2 pseudogene 9
ATP10A	ENSG00000206190	ATPase phospholipid transporting 10A (putative)
HCP5	ENSG00000206337	HLA complex P5
HLA-H	ENSG00000206341	major histocompatibility complex, class I, H (pseudogene)
LNP1	ENSG00000206535	leukemia NUP98 fusion partner 1
TRIM71	ENSG00000206557	tripartite motif containing 71
COLQ	ENSG00000206561	collagen like tail subunit of asymmetric acetylcholinesterase
DIO2	ENSG00000211448	iodothyronine deiodinase 2
IGKV5-2	ENSG00000211599	immunoglobulin kappa variable 5-2
IGKV6-21	ENSG00000211611	immunoglobulin kappa variable 6-21 (non-functional)
IGLV4-60	ENSG00000211639	immunoglobulin lambda variable 4-60
IGLV10-54	ENSG00000211642	immunoglobulin lambda variable 10-54
IGLV5-45	ENSG00000211650	immunoglobulin lambda variable 5-45
IGLV3-10	ENSG00000211669	immunoglobulin lambda variable 3-10
IGLC7	ENSG00000211685	immunoglobulin lambda constant 7
TRGV9	ENSG00000211695	T cell receptor gamma variable 9
TRGV5	ENSG00000211697	T cell receptor gamma variable 5
TRGV4	ENSG00000211698	T cell receptor gamma variable 4
TRGV3	ENSG00000211699	T cell receptor gamma variable 3
TRBV20-1	ENSG00000211747	T cell receptor beta variable 20-1
TRBV27	ENSG00000211752	T cell receptor beta variable 27
TRBV28	ENSG00000211753	T cell receptor beta variable 28
TRBJ2-3	ENSG00000211767	T cell receptor beta joining 2-3
TRBJ2-7	ENSG00000211771	T cell receptor beta joining 2-7
TRDV2	ENSG00000211821	T cell receptor delta variable 2
IGHG3	ENSG00000211897	immunoglobulin heavy constant gamma 3 (G3m marker)
IGHD	ENSG00000211898	immunoglobulin heavy constant delta
IGHM	ENSG00000211899	immunoglobulin heavy constant mu
IGHJ6	ENSG00000211900	immunoglobulin heavy joining 6
IGHV6-1	ENSG00000211933	immunoglobulin heavy variable 6-1
IGHV1-2	ENSG00000211934	immunoglobulin heavy variable 1-2
IGHV1-3	ENSG00000211935	immunoglobulin heavy variable 1-3
IGHV2-5	ENSG00000211937	immunoglobulin heavy variable 2-5
IGHV3-11	ENSG00000211941	immunoglobulin heavy variable 3-11
IGHV3-13	ENSG00000211942	immunoglobulin heavy variable 3-13
IGHV2-26	ENSG00000211951	immunoglobulin heavy variable 2-26
IGHV3-33	ENSG00000211955	immunoglobulin heavy variable 3-33
IGHV4-34	ENSG00000211956	immunoglobulin heavy variable 4-34
IGHV3-38	ENSG00000211958	immunoglobulin heavy variable 3-38 (non-functional)
IGHV5-51	ENSG00000211966	immunoglobulin heavy variable 5-51
IGHV3-53	ENSG00000211967	immunoglobulin heavy variable 3-53
IGHV1-58	ENSG00000211968	immunoglobulin heavy variable 1-58
IGHV3-66	ENSG00000211972	immunoglobulin heavy variable 3-66
IGHV3-73	ENSG00000211976	immunoglobulin heavy variable 3-73
PRR22	ENSG00000212123	proline rich 22
LINC02693	ENSG00000212719	long intergenic non-protein coding RNA 2693
LINC02656	ENSG00000212743	long intergenic non-protein coding RNA 2656
RTL8B	ENSG00000212747	retrotransposon Gag like 8B
RNF208	ENSG00000212864	ring finger protein 208
LPAL2	ENSG00000213071	lipoprotein(a) like 2, pseudogene
FAM24B	ENSG00000213185	family with sequence similarity 24 member B
TRIM59	ENSG00000213186	tripartite motif containing 59
MXD3	ENSG00000213347	MAX dimerization protein 3
LINC00671	ENSG00000213373	long intergenic non-protein coding RNA 671
VDAC1	ENSG00000213585	voltage dependent anion channel 1
TMX2	ENSG00000213593	thioredoxin related transmembrane protein 2
LEPROT	ENSG00000213625	leptin receptor overlapping transcript
SEC14L1P1	ENSG00000213693	SEC14 like 1 pseudogene 1
S1PR3	ENSG00000213694	sphingosine-1-phosphate receptor 3
DDAH2	ENSG00000213722	dimethylarginine dimethylaminohydrolase 2
ATP6V1G2	ENSG00000213760	ATPase H+ transporting V1 subunit G2
NUDT19	ENSG00000213965	nudix hydrolase 19
AP1G2	ENSG00000213983	adaptor related protein complex 1 subunit gamma 2
ZNF90	ENSG00000213988	zinc finger protein 90
NAXD	ENSG00000213995	NAD(P)HX dehydratase
ARL16	ENSG00000214087	ADP ribosylation factor like GTPase 16
PRCD	ENSG00000214140	photoreceptor disc component
LINC00887	ENSG00000214145	long intergenic non-protein coding RNA 887
SH3D21	ENSG00000214193	SH3 domain containing 21
LRRC37A4P	ENSG00000214425	leucine rich repeat containing 37 member A4, pseudogene
FAM185BP	ENSG00000214439	family with sequence similarity 185 member B, pseudogene
STARD10	ENSG00000214530	StAR related lipid transfer domain containing 10
MEG3	ENSG00000214548	maternally expressed 3
NUTM2D	ENSG00000214562	NUT family member 2D
CAPN14	ENSG00000214711	calpain 14
MS4A4E	ENSG00000214787	membrane spanning 4-domains A4E
LINC00243	ENSG00000214894	long intergenic non-protein coding RNA 243
RTL10	ENSG00000215012	retrotransposon Gag like 10
UBXN2B	ENSG00000215114	UBX domain protein 2B
PEX26	ENSG00000215193	peroxisomal biogenesis factor 26
UBE2QL1	ENSG00000215218	ubiquitin conjugating enzyme E2 Q family like 1
LINC02649	ENSG00000215244	long intergenic non-protein coding RNA 2649
GOLGA8B	ENSG00000215252	golgin A8 family member B
FAM66B	ENSG00000215374	family with sequence similarity 66 member B
MYL5	ENSG00000215375	myosin light chain 5
MIR99AHG	ENSG00000215386	mir-99a-let-7c cluster host gene
SIAH3	ENSG00000215475	siah E3 ubiquitin protein ligase family member 3
LINC00189	ENSG00000215533	long intergenic non-protein coding RNA 189
TNFRSF25	ENSG00000215788	TNF receptor superfamily member 25
LY86-AS1	ENSG00000216863	LY86 antisense RNA 1
TENM3	ENSG00000218336	teneurin transmembrane protein 3
TAFA5	ENSG00000219438	TAFA chemokine like family member 5
MTMR9LP	ENSG00000220785	myotubularin related protein 9 like, pseudogene
PPP3CB-AS1	ENSG00000221817	PPP3CB antisense RNA 1 (head to head)
NPTXR	ENSG00000221890	neuronal pentraxin receptor
TRIM16	ENSG00000221926	tripartite motif containing 16
APOL6	ENSG00000221963	apolipoprotein L6
FADS3	ENSG00000221968	fatty acid desaturase 3
RAB6C	ENSG00000222014	RAB6C, member RAS oncogene family
IGLC6	ENSG00000222037	immunoglobulin lambda constant 6
IGLV9-49	ENSG00000223350	immunoglobulin lambda variable 9-49
IGHV3-64	ENSG00000223648	immunoglobulin heavy variable 3-64
CD99P1	ENSG00000223773	CD99 molecule pseudogene 1
HLA-DPB1	ENSG00000223865	major histocompatibility complex, class II, DP beta 1
CCNT2-AS1	ENSG00000224043	CCNT2 antisense RNA 1
SNHG14	ENSG00000224078	small nucleolar RNA host gene 14
SLC44A3-AS1	ENSG00000224081	SLC44A3 antisense RNA 1
MIR3681HG	ENSG00000224184	MIR3681 host gene
LINC01133	ENSG00000224259	long intergenic non-protein coding RNA 1133
SLC25A5-AS1	ENSG00000224281	SLC25A5 antisense RNA 1
MSL3P1	ENSG00000224287	MSL complex subunit 3 pseudogene 1
IGHV4-59	ENSG00000224373	immunoglobulin heavy variable 4-59
PRKAR2A-AS1	ENSG00000224424	PRKAR2A antisense RNA 1
LINC00539	ENSG00000224429	long intergenic non-protein coding RNA 539
SVIL-AS1	ENSG00000224597	SVIL antisense RNA 1
RTCA-AS1	ENSG00000224616	RTCA antisense RNA 1
TMEM72-AS1	ENSG00000224812	TMEM72 antisense RNA 1
LINC00863	ENSG00000224914	long intergenic non-protein coding RNA 863
SLC9A3-AS1	ENSG00000225138	SLC9A3 antisense RNA 1
DUXAP9	ENSG00000225210	double homeobox A pseudogene 9
HSPA7	ENSG00000225217	heat shock protein family A (Hsp70) member 7 (pseudogene)
NRSN2-AS1	ENSG00000225377	NRSN2 antisense RNA 1
GBP1P1	ENSG00000225492	guanylate binding protein 1 pseudogene 1
ZNF469	ENSG00000225614	zinc finger protein 469
IGHV3-72	ENSG00000225698	immunoglobulin heavy variable 3-72
DBH-AS1	ENSG00000225756	DBH antisense RNA 1
